CHR	POS1	POS2	n_motif_snps	max_abs_delta	strongest_effect	anchor_summary	GENOME
chr11	45102899	45103415	1	2.17451	1	SNP that moderately affects CTCF motif strength.	GM
chr11	62325059	62325129	1	3.11265	1	SNP that moderately affects CTCF motif strength.	GM
chr11	62612376	62613176	1	0.148180404318	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr11	69101544	69101676	1	1.86713	1	SNP that moderately affects CTCF motif strength.	GM
chr11	101860904	101860990	1	0.0384061	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr11	116217183	116217247	1	11.0408	2	SNP that strongly alters CTCF motif strength.	GM
chr11	117479483	117479631	1	4.34799	1	SNP that moderately affects CTCF motif strength.	GM
chr11	133835316	133835390	2	3.11265	1	SNP that moderately affects CTCF motif strength.	GM
chr11	134592502	134592678	1	2.05826203184	1	SNP that moderately affects CTCF motif strength.	GM
chr12	949648	950054	3	3.82061	1	SNP that moderately affects CTCF motif strength.	GM
chr12	1093226	1093794	1	2.30182	1	SNP that moderately affects CTCF motif strength.	GM
chr12	3299871	3300923	1	4.00888	1	SNP that moderately affects CTCF motif strength.	GM
chr12	5988675	5988845	2	4.5214079039	1	SNP that moderately affects CTCF motif strength.	GM
chr12	6278784	6278942	1	3.18743453955	1	SNP that moderately affects CTCF motif strength.	GM
chr12	6766821	6767030	1	2.2497	1	SNP that moderately affects CTCF motif strength.	GM
chr12	14937854	14937932	1	1.23694913063	1	SNP that moderately affects CTCF motif strength.	GM
chr12	20946799	20947021	1	4.0470816022	1	SNP that moderately affects CTCF motif strength.	GM
chr12	26853934	26854008	1	0.0384061	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr12	50070654	50070702	2	3.82061	1	SNP that moderately affects CTCF motif strength.	GM
chr12	50132686	50132754	1	18.7679	2	SNP that strongly alters CTCF motif strength.	GM
chr12	51047846	51048424	1	2.03703	1	SNP that moderately affects CTCF motif strength.	GM
chr12	52879499	52880283	1	0.100111	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr12	53287849	53287937	2	4.26069	1	SNP that moderately affects CTCF motif strength.	GM
chr12	56636513	56637275	1	5.03118	2	SNP that strongly alters CTCF motif strength.	GM
chr12	57263919	57264011	1	1.77190966233	1	SNP that moderately affects CTCF motif strength.	GM
chr12	57462540	57463000	2	1.93692	1	SNP that moderately affects CTCF motif strength.	GM
chr12	57476339	57476533	1	2.57409	1	SNP that moderately affects CTCF motif strength.	GM
chr12	69357625	69357715	1	7.52923	2	SNP that strongly alters CTCF motif strength.	GM
chr12	69738629	69738837	1	0.769826701299	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr12	102702676	102702736	3	4.00888	1	SNP that moderately affects CTCF motif strength.	GM
chr12	107761114	107761338	1	7.231174118	2	SNP that strongly alters CTCF motif strength.	GM
chr12	110431379	110431821	1	0.593837	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr12	119413328	119413392	1	0.163187	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr12	121223451	121223991	4	2.06138706936	1	SNP that moderately affects CTCF motif strength.	GM
chr12	124898564	124898668	2	5.4555	2	SNP that strongly alters CTCF motif strength.	GM
chr12	125533573	125533677	1	0.635545870871	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr12	131949706	131949914	2	3.98934675505	1	SNP that moderately affects CTCF motif strength.	GM
chr13	20489336	20489406	1	4.00888	1	SNP that moderately affects CTCF motif strength.	GM
chr13	26186149	26186873	3	3.61904	1	SNP that moderately affects CTCF motif strength.	GM
chr13	59906554	59906694	1	2.17451	1	SNP that moderately affects CTCF motif strength.	GM
chr13	91348918	91349284	1	1.9836071355	1	SNP that moderately affects CTCF motif strength.	GM
chr13	96229481	96229569	1	3.6099	1	SNP that moderately affects CTCF motif strength.	GM
chr13	107205482	107205562	2	3.11265	1	SNP that moderately affects CTCF motif strength.	GM
chr13	110412328	110412470	1	0.0158721858839	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr13	112444116	112444212	2	3.00436584444	1	SNP that moderately affects CTCF motif strength.	GM
chr13	113393996	113394284	3	4.26069	1	SNP that moderately affects CTCF motif strength.	GM
chr14	20970954	20971866	1	0.317560269989	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr14	21748925	21749085	1	1.09297790605	1	SNP that moderately affects CTCF motif strength.	GM
chr14	21978339	21978421	1	1.6124	1	SNP that moderately affects CTCF motif strength.	GM
chr14	22040099	22040651	1	0.258921	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr14	22556999	22557483	2	2.1496205078	1	SNP that moderately affects CTCF motif strength.	GM
chr14	24058435	24058495	1	6.76971	2	SNP that strongly alters CTCF motif strength.	GM
chr14	55446237	55446425	1	5.52231969009	2	SNP that strongly alters CTCF motif strength.	GM
chr14	64983853	64983921	2	5.28114	2	SNP that strongly alters CTCF motif strength.	GM
chr14	65961179	65961251	3	2.32520533853	1	SNP that moderately affects CTCF motif strength.	GM
chr14	67837179	67837261	2	4.00888	1	SNP that moderately affects CTCF motif strength.	GM
chr14	68816682	68816958	1	1.59903910772	1	SNP that moderately affects CTCF motif strength.	GM
chr14	71166623	71166723	1	3.77968	1	SNP that moderately affects CTCF motif strength.	GM
chr14	92686971	92687129	1	8.05316	2	SNP that strongly alters CTCF motif strength.	GM
chr14	94689659	94689701	1	0.190375	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr14	106592408	106592622	1	2.46186	1	SNP that moderately affects CTCF motif strength.	GM
chr14	106694861	106695070	2	1.06832	1	SNP that moderately affects CTCF motif strength.	GM
chr15	29139962	29140042	3	5.73992365811	2	SNP that strongly alters CTCF motif strength.	GM
chr15	31129394	31129554	2	2.95939	1	SNP that moderately affects CTCF motif strength.	GM
chr15	31215210	31216362	1	0.97573	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr15	34969749	34969931	3	6.76971	2	SNP that strongly alters CTCF motif strength.	GM
chr15	45705494	45706050	1	0.555431	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr15	57560840	57561702	1	1.31750856646	1	SNP that moderately affects CTCF motif strength.	GM
chr15	66567131	66567261	2	6.14194	2	SNP that strongly alters CTCF motif strength.	GM
chr15	69576094	69576246	2	2.64651696846	1	SNP that moderately affects CTCF motif strength.	GM
chr15	77910591	77911021	2	3.98519	1	SNP that moderately affects CTCF motif strength.	GM
chr15	84570769	84571291	2	2.46186	1	SNP that moderately affects CTCF motif strength.	GM
chr15	89760676	89761396	3	4.63953678764	1	SNP that moderately affects CTCF motif strength.	GM
chr15	101652241	101652561	2	3.08305763161	1	SNP that moderately affects CTCF motif strength.	GM
chr16	2927184	2927236	1	3.17321	1	SNP that moderately affects CTCF motif strength.	GM
chr16	4253921	4254197	1	2.04802631951	1	SNP that moderately affects CTCF motif strength.	GM
chr16	9050583	9050679	1	1.50751339096	1	SNP that moderately affects CTCF motif strength.	GM
chr16	9160284	9160350	2	6.76971	2	SNP that strongly alters CTCF motif strength.	GM
chr16	10256830	10257260	2	5.10065044143	2	SNP that strongly alters CTCF motif strength.	GM
chr16	15550965	15551153	1	0.298961151343	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr16	21278263	21278381	1	2.14719615269	1	SNP that moderately affects CTCF motif strength.	GM
chr16	25276734	25276886	1	0.258921	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr16	31159818	31159896	3	4.34799	1	SNP that moderately affects CTCF motif strength.	GM
chr16	51762204	51762340	1	1.0271	1	SNP that moderately affects CTCF motif strength.	GM
chr16	57299826	57301172	1	1.289764087	1	SNP that moderately affects CTCF motif strength.	GM
chr16	66751523	66752023	1	0.0719338	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr16	68263974	68264496	4	5.6225094222	2	SNP that strongly alters CTCF motif strength.	GM
chr16	70251966	70252030	1	1.32264	1	SNP that moderately affects CTCF motif strength.	GM
chr16	71311600	71312040	2	2.82619795439	1	SNP that moderately affects CTCF motif strength.	GM
chr16	72124958	72125218	1	1.41727210336	1	SNP that moderately affects CTCF motif strength.	GM
chr16	78006061	78006119	1	4.26069	1	SNP that moderately affects CTCF motif strength.	GM
chr16	81205204	81205310	1	5.03118	2	SNP that strongly alters CTCF motif strength.	GM
chr16	81738101	81738203	1	0.153104	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr16	84175411	84175471	1	6.76971	2	SNP that strongly alters CTCF motif strength.	GM
chr16	84511505	84511565	2	7.38858704238	2	SNP that strongly alters CTCF motif strength.	GM
chr16	84970651	84970781	1	1.06832	1	SNP that moderately affects CTCF motif strength.	GM
chr16	85086863	85086905	1	1.42275	1	SNP that moderately affects CTCF motif strength.	GM
chr16	85303438	85303506	1	0.100111	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr16	87779181	87779377	1	0.650791	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr16	89574769	89574861	1	2.01789	1	SNP that moderately affects CTCF motif strength.	GM
chr16	89615706	89615796	1	6.03101530782	2	SNP that strongly alters CTCF motif strength.	GM
chr17	3732248	3732406	1	0.425573963197	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr17	8057799	8057879	1	0.601194678413	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr17	8745449	8746579	1	1.28355206	1	SNP that moderately affects CTCF motif strength.	GM
chr17	12342719	12342901	2	1.90125091931	1	SNP that moderately affects CTCF motif strength.	GM
chr17	13031895	13032085	2	1.00404	1	SNP that moderately affects CTCF motif strength.	GM
chr17	26603750	26604060	1	5.07078284353	2	SNP that strongly alters CTCF motif strength.	GM
chr17	27197481	27197899	2	1.8018286456	1	SNP that moderately affects CTCF motif strength.	GM
chr17	32253195	32253275	1	2.92461855689	1	SNP that moderately affects CTCF motif strength.	GM
chr17	43766567	43766615	1	5.2514	2	SNP that strongly alters CTCF motif strength.	GM
chr17	45022061	45022169	2	3.17321	1	SNP that moderately affects CTCF motif strength.	GM
chr17	46253969	46254065	1	0.0152628922817	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr17	48814551	48814615	2	3.01750150717	1	SNP that moderately affects CTCF motif strength.	GM
chr17	55514147	55514213	2	2.95939	1	SNP that moderately affects CTCF motif strength.	GM
chr17	66567348	66567448	1	0.190375	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr17	80101401	80101585	1	0.893989	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr17	82037395	82038003	1	0.254135633586	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr18	8696893	8696987	1	4.27973	1	SNP that moderately affects CTCF motif strength.	GM
chr18	10438003	10438087	1	3.97572291751	1	SNP that moderately affects CTCF motif strength.	GM
chr18	10520239	10520313	1	2.39937	1	SNP that moderately affects CTCF motif strength.	GM
chr18	12727196	12727306	1	0.270929486387	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr18	26621576	26621658	1	0.123174	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr18	37322573	37322679	2	0.0	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr18	52904030	52904076	1	3.19581	1	SNP that moderately affects CTCF motif strength.	GM
chr18	58493949	58494037	1	0.102423219541	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr18	77054983	77055361	2	0.0	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr19	506696	507456	5	8.05316	2	SNP that strongly alters CTCF motif strength.	GM
chr19	605143	605947	2	1.89608670893	1	SNP that moderately affects CTCF motif strength.	GM
chr19	2019723	2019809	2	18.7679	2	SNP that strongly alters CTCF motif strength.	GM
chr19	2610709	2611557	1	0.309627899325	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr19	3618590	3618724	1	0.541907151676	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr19	4352705	4352821	2	1.00404	1	SNP that moderately affects CTCF motif strength.	GM
chr19	4369890	4370208	1	4.17557	1	SNP that moderately affects CTCF motif strength.	GM
chr19	6460102	6460692	3	3.77968	1	SNP that moderately affects CTCF motif strength.	GM
chr19	6552077	6552249	1	0.904700641103	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr19	7799679	7799819	1	2.32175	1	SNP that moderately affects CTCF motif strength.	GM
chr19	11131111	11131155	2	4.00888	1	SNP that moderately affects CTCF motif strength.	GM
chr19	12775597	12775693	1	2.39861039305	1	SNP that moderately affects CTCF motif strength.	GM
chr19	12832586	12832956	2	2.22152521638	1	SNP that moderately affects CTCF motif strength.	GM
chr19	14472292	14472392	1	1.38011111859	1	SNP that moderately affects CTCF motif strength.	GM
chr19	14888818	14889068	2	0.258921	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr19	17205418	17205462	2	1.4917079848	1	SNP that moderately affects CTCF motif strength.	GM
chr19	17453587	17453645	1	5.39208	2	SNP that strongly alters CTCF motif strength.	GM
chr19	29694729	29694831	1	5.03118	2	SNP that strongly alters CTCF motif strength.	GM
chr19	39110524	39110596	2	3.26483614238	1	SNP that moderately affects CTCF motif strength.	GM
chr19	39440291	39440665	3	5.2514	2	SNP that strongly alters CTCF motif strength.	GM
chr19	39502939	39502977	1	2.6128443434	1	SNP that moderately affects CTCF motif strength.	GM
chr19	40570654	40570992	5	7.19516	2	SNP that strongly alters CTCF motif strength.	GM
chr19	40909121	40909205	1	2.59208	1	SNP that moderately affects CTCF motif strength.	GM
chr19	41706837	41707157	1	7.5895179258	2	SNP that strongly alters CTCF motif strength.	GM
chr19	42857288	42857522	1	0.145481009978	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr19	42885020	42885140	1	0.893989	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr19	44500415	44500747	1	9.4770955267	2	SNP that strongly alters CTCF motif strength.	GM
chr19	49199014	49199082	1	0.601014579565	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr19	50252350	50252586	1	4.34799	1	SNP that moderately affects CTCF motif strength.	GM
chr19	52748462	52748556	1	2.95939	1	SNP that moderately affects CTCF motif strength.	GM
chr20	739155	739227	1	0.362336	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr20	1466754	1467160	1	1.86713	1	SNP that moderately affects CTCF motif strength.	GM
chr20	2688134	2688212	3	3.77968	1	SNP that moderately affects CTCF motif strength.	GM
chr20	7031401	7031459	1	5.28114	2	SNP that strongly alters CTCF motif strength.	GM
chr20	9912989	9913171	2	7.37541	2	SNP that strongly alters CTCF motif strength.	GM
chr20	13302763	13302857	1	3.6099	1	SNP that moderately affects CTCF motif strength.	GM
chr20	19785046	19785132	1	2.32175	1	SNP that moderately affects CTCF motif strength.	GM
chr20	21693421	21693630	2	5.03118	2	SNP that strongly alters CTCF motif strength.	GM
chr20	23782520	23782602	1	0.0	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr20	25861636	25861758	1	3.94281518753	1	SNP that moderately affects CTCF motif strength.	GM
chr20	25987171	25987681	1	3.96642136271	1	SNP that moderately affects CTCF motif strength.	GM
chr20	41956464	41956550	3	4.17557	1	SNP that moderately affects CTCF motif strength.	GM
chr20	47786593	47786721	1	1.51356	1	SNP that moderately affects CTCF motif strength.	GM
chr20	51326386	51326454	2	1.82448	1	SNP that moderately affects CTCF motif strength.	GM
chr20	59525629	59525809	1	5.4555	2	SNP that strongly alters CTCF motif strength.	GM
chr20	59751238	59751292	1	7.37541	2	SNP that strongly alters CTCF motif strength.	GM
chr20	63948552	63949590	2	7.19516	2	SNP that strongly alters CTCF motif strength.	GM
chr21	25881952	25882020	1	2.14106	1	SNP that moderately affects CTCF motif strength.	GM
chr21	37220854	37221646	3	1.00404	1	SNP that moderately affects CTCF motif strength.	GM
chr21	42107947	42108109	1	4.00888	1	SNP that moderately affects CTCF motif strength.	GM
chr21	42593318	42593518	1	1.30198072659	1	SNP that moderately affects CTCF motif strength.	GM
chr21	42818401	42818459	2	6.14194	2	SNP that strongly alters CTCF motif strength.	GM
chr21	45478242	45478338	2	2.70121991019	1	SNP that moderately affects CTCF motif strength.	GM
chr21	46228859	46229137	1	0.0384061	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr22	20697631	20697747	3	4.17557	1	SNP that moderately affects CTCF motif strength.	GM
chr22	22810114	22810186	4	8.05316	2	SNP that strongly alters CTCF motif strength.	GM
chr22	23315728	23315830	3	4.17557	1	SNP that moderately affects CTCF motif strength.	GM
chr22	24259587	24259725	2	2.46186	1	SNP that moderately affects CTCF motif strength.	GM
chr22	24768901	24769071	1	0.0	0	SNP with no meaningful effect on CTCF motif strength.	GM
chr22	26672694	26672974	1	2.57409	1	SNP that moderately affects CTCF motif strength.	GM
chr22	26756771	26756833	1	3.12113241994	1	SNP that moderately affects CTCF motif strength.	GM
chr22	34944015	34944069	3	3.37456	1	SNP that moderately affects CTCF motif strength.	GM
chr22	35043418	35043492	1	3.11265	1	SNP that moderately affects CTCF motif strength.	GM
chr22	36221893	36222039	1	2.34536067388	1	SNP that moderately affects CTCF motif strength.	GM
chr22	37267115	37267395	2	3.61904	1	SNP that moderately affects CTCF motif strength.	GM
chr22	37283511	37283720	4	2.20570140717	1	SNP that moderately affects CTCF motif strength.	GM
chr22	41666747	41666979	2	2.46186	1	SNP that moderately affects CTCF motif strength.	GM
chr22	43388476	43388574	1	7.37175309932	2	SNP that strongly alters CTCF motif strength.	GM
chr22	44684862	44685010	2	3.14836533411	1	SNP that moderately affects CTCF motif strength.	GM
chr22	44820777	44820855	2	1.00404	1	SNP that moderately affects CTCF motif strength.	GM
chr22	49923501	49923710	2	7.25536091096	2	SNP that strongly alters CTCF motif strength.	GM
chrX	12771562	12771702	1	0.190375	0	SNP with no meaningful effect on CTCF motif strength.	GM
chrX	12951006	12951112	1	0.0384061	0	SNP with no meaningful effect on CTCF motif strength.	GM
chrX	24054063	24054813	3	4.27107	1	SNP that moderately affects CTCF motif strength.	GM
chrX	101803603	101803695	1	4.26069	1	SNP that moderately affects CTCF motif strength.	GM
chrX	121000719	121000811	1	0.324726172424	0	SNP with no meaningful effect on CTCF motif strength.	GM
chrX	129726512	129726594	1	0.100111	0	SNP with no meaningful effect on CTCF motif strength.	GM
