CHR	POS1	POS2	n_motif_snps	max_abs_delta	strongest_effect	anchor_summary	GENOME
chr6	157324098	157324372	1	4.79650683349	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	159527471	159527680	1	0.0384061	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	159820261	159820470	3	9.51294991627	2	SNP that strongly alters CTCF motif strength.	HG2
chr6	161005231	161005289	1	1.96231	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	166308013	166308717	1	3.22677532608	1	SNP that moderately affects CTCF motif strength.	HG2
chr6	167398413	167398561	1	0.406188633467	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	167789251	167789660	1	0.517092782677	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	168346571	168346780	1	0.857612	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	168370330	168370590	1	0.743480496885	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	169221311	169221520	1	0.0384061	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr6	169789795	169790753	1	2.36833653864	1	SNP that moderately affects CTCF motif strength.	HG2
chr7	263954	264132	1	7.55873	2	SNP that strongly alters CTCF motif strength.	HG2
chr7	1875392	1875818	1	1.71434572845	1	SNP that moderately affects CTCF motif strength.	HG2
chr7	1884011	1884420	2	0.8255450753	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr7	4136111	4136920	1	0.0	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr7	4815681	4815890	1	8.78955	2	SNP that strongly alters CTCF motif strength.	HG2
chr7	5140147	5140289	2	1.00404	1	SNP that moderately affects CTCF motif strength.	HG2
chr7	5302601	5302810	1	1.86713	1	SNP that moderately affects CTCF motif strength.	HG2
chr7	5856573	5856739	1	0.100111	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr7	6659485	6659853	1	1.00404	1	SNP that moderately affects CTCF motif strength.	HG2
chr7	23545004	23545100	2	8.05316	2	SNP that strongly alters CTCF motif strength.	HG2
chr7	28360801	28361010	1	0.353562	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr7	32846742	32846918	2	7.55873	2	SNP that strongly alters CTCF motif strength.	HG2
chr7	33062706	33063276	1	2.46186	1	SNP that moderately affects CTCF motif strength.	HG2
chr7	38070796	38070874	2	3.77968	1	SNP that moderately affects CTCF motif strength.	HG2
chr7	55178877	55179035	1	6.59769	2	SNP that strongly alters CTCF motif strength.	HG2
chr7	56093039	56093131	2	0.599121	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr7	63015781	63015990	2	10.5903	2	SNP that strongly alters CTCF motif strength.	HG2
chr7	77416022	77416528	2	6.59769	2	SNP that strongly alters CTCF motif strength.	HG2
chr7	87875997	87876865	3	1.51646859904	1	SNP that moderately affects CTCF motif strength.	HG2
chr7	95684141	95684350	1	4.26069	1	SNP that moderately affects CTCF motif strength.	HG2
chr7	98013534	98013680	1	0.100111	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr7	100966088	100966654	1	6.59769	2	SNP that strongly alters CTCF motif strength.	HG2
chr7	104058751	104059560	2	4.17557	1	SNP that moderately affects CTCF motif strength.	HG2
chr7	116210423	116210567	1	0.718358328405	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr7	128455472	128456092	1	0.0	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr7	135171560	135172206	1	3.89459690413	1	SNP that moderately affects CTCF motif strength.	HG2
chr7	135257866	135258044	1	0.555431	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr7	139341651	139341860	2	6.53162	2	SNP that strongly alters CTCF motif strength.	HG2
chr7	142459569	142459813	1	6.14194	2	SNP that strongly alters CTCF motif strength.	HG2
chr7	143345224	143346576	2	8.21560680943	2	SNP that strongly alters CTCF motif strength.	HG2
chr7	151408731	151408940	1	6.14194	2	SNP that strongly alters CTCF motif strength.	HG2
chr7	157238265	157238329	2	3.61904	1	SNP that moderately affects CTCF motif strength.	HG2
chr7	157273455	157273989	2	2.98204917127	1	SNP that moderately affects CTCF motif strength.	HG2
chr7	157298556	157298634	2	4.00888	1	SNP that moderately affects CTCF motif strength.	HG2
chr8	12659496	12659574	2	5.39208	2	SNP that strongly alters CTCF motif strength.	HG2
chr8	12665354	12665916	4	2.97114950942	1	SNP that moderately affects CTCF motif strength.	HG2
chr8	13655201	13655271	2	4.17557	1	SNP that moderately affects CTCF motif strength.	HG2
chr8	28601071	28601280	1	0.0384061	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr8	28633823	28633967	1	4.00888	1	SNP that moderately affects CTCF motif strength.	HG2
chr8	38060001	38060410	4	4.34799	1	SNP that moderately affects CTCF motif strength.	HG2
chr8	41828406	41829232	1	4.34799	1	SNP that moderately affects CTCF motif strength.	HG2
chr8	62249141	62249550	4	2.19748	1	SNP that moderately affects CTCF motif strength.	HG2
chr8	88898936	88899014	1	4.26069	1	SNP that moderately affects CTCF motif strength.	HG2
chr8	95225679	95225743	2	1.44288763689	1	SNP that moderately affects CTCF motif strength.	HG2
chr8	121176661	121176870	1	3.37456	1	SNP that moderately affects CTCF motif strength.	HG2
chr8	123434751	123434960	1	6.14194	2	SNP that strongly alters CTCF motif strength.	HG2
chr8	125505551	125505760	1	4.34799	1	SNP that moderately affects CTCF motif strength.	HG2
chr8	134538314	134538362	2	6.14194	2	SNP that strongly alters CTCF motif strength.	HG2
chr8	140598881	140599090	1	6.59769	2	SNP that strongly alters CTCF motif strength.	HG2
chr8	141101262	141101398	2	4.45145	1	SNP that moderately affects CTCF motif strength.	HG2
chr9	1732856	1732894	1	2.24981	1	SNP that moderately affects CTCF motif strength.	HG2
chr9	3135071	3135480	3	6.59769	2	SNP that strongly alters CTCF motif strength.	HG2
chr9	7319011	7319220	1	3.77968	1	SNP that moderately affects CTCF motif strength.	HG2
chr9	31807568	31808154	2	4.27973	1	SNP that moderately affects CTCF motif strength.	HG2
chr9	35161805	35162119	2	7.19516	2	SNP that strongly alters CTCF motif strength.	HG2
chr9	72194731	72194940	1	1.00404	1	SNP that moderately affects CTCF motif strength.	HG2
chr9	83817265	83818105	3	1.13397026896	1	SNP that moderately affects CTCF motif strength.	HG2
chr9	105447874	105448096	4	7.37541	2	SNP that strongly alters CTCF motif strength.	HG2
chr9	108869208	108869426	1	0.258921	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr9	114099251	114099499	2	0.247774525971	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr9	115591570	115591940	2	4.34799	1	SNP that moderately affects CTCF motif strength.	HG2
chr9	120755885	120756121	2	9.56086	2	SNP that strongly alters CTCF motif strength.	HG2
chr9	123355991	123356200	1	1.13160549388	1	SNP that moderately affects CTCF motif strength.	HG2
chr9	127348124	127348646	1	3.59262450424	1	SNP that moderately affects CTCF motif strength.	HG2
chr9	133593177	133593333	2	5.69415099781	2	SNP that strongly alters CTCF motif strength.	HG2
chr9	134267425	134267579	1	4.22306087502	1	SNP that moderately affects CTCF motif strength.	HG2
chr9	136276051	136276260	2	4.79637063808	1	SNP that moderately affects CTCF motif strength.	HG2
chr9	136766181	136766803	5	2.7237291359	1	SNP that moderately affects CTCF motif strength.	HG2
chr9	137254905	137255671	1	0.28534023583	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr10	3890101	3890229	1	0.0	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr10	6173296	6173374	1	1.00404	1	SNP that moderately affects CTCF motif strength.	HG2
chr10	12902228	12902368	1	0.339219921029	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr10	14240911	14241120	1	0.353562	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr10	14991479	14991617	3	3.61252437018	1	SNP that moderately affects CTCF motif strength.	HG2
chr10	16314428	16314462	4	3.95557199401	1	SNP that moderately affects CTCF motif strength.	HG2
chr10	23067933	23068611	2	2.2512427525	1	SNP that moderately affects CTCF motif strength.	HG2
chr10	27155190	27155380	1	0.194464362844	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr10	30027201	30027410	1	0.170312	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr10	31320812	31320988	2	3.3919110429	1	SNP that moderately affects CTCF motif strength.	HG2
chr10	42866787	42866959	2	5.1379	2	SNP that strongly alters CTCF motif strength.	HG2
chr10	45809955	45810101	1	0.258921	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr10	63465001	63465675	2	0.555431	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr10	66362658	66362853	1	11.7343	2	SNP that strongly alters CTCF motif strength.	HG2
chr10	76150235	76150543	1	0.748006201984	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr10	78165783	78165927	1	0.258921	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr10	80029111	80029520	1	0.893989	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr10	86139163	86139341	2	4.17557	1	SNP that moderately affects CTCF motif strength.	HG2
chr10	86644589	86644631	2	0.0	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr10	109838961	109839170	2	4.26069	1	SNP that moderately affects CTCF motif strength.	HG2
chr10	110567083	110567879	1	1.60670616713	1	SNP that moderately affects CTCF motif strength.	HG2
chr10	112022331	112022540	1	0.97573	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr10	112344361	112344570	2	5.03118	2	SNP that strongly alters CTCF motif strength.	HG2
chr10	112614171	112614380	1	1.00404	1	SNP that moderately affects CTCF motif strength.	HG2
chr10	132283493	132284237	2	0.574084603259	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr10	133143987	133144209	1	0.153104	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr11	69987871	69988080	1	0.123174	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr11	71062261	71062470	3	4.00561	1	SNP that moderately affects CTCF motif strength.	HG2
chr11	71563594	71563768	1	0.362336	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr11	73237979	73238183	2	4.27107	1	SNP that moderately affects CTCF motif strength.	HG2
chr11	73598046	73598736	3	0.274079892697	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr11	116217172	116217262	1	4.27107	1	SNP that moderately affects CTCF motif strength.	HG2
chr11	117098488	117098676	1	0.359190706145	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr11	120636891	120637100	1	1.2335	1	SNP that moderately affects CTCF motif strength.	HG2
chr11	124953973	124954121	1	0.190375	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr11	129750824	129751218	2	3.37456	1	SNP that moderately affects CTCF motif strength.	HG2
chr11	133835313	133835419	2	3.11265	1	SNP that moderately affects CTCF motif strength.	HG2
chr11	134868595	134869023	1	0.0	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr12	3992220	3992500	1	9.3738	2	SNP that strongly alters CTCF motif strength.	HG2
chr12	8396737	8396895	6	4.27973	1	SNP that moderately affects CTCF motif strength.	HG2
chr12	9319349	9319457	1	0.0	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr12	14117071	14117480	1	1.6124	1	SNP that moderately affects CTCF motif strength.	HG2
chr12	25386089	25386557	2	2.32175	1	SNP that moderately affects CTCF motif strength.	HG2
chr12	25557982	25558079	1	2.24981	1	SNP that moderately affects CTCF motif strength.	HG2
chr12	30796193	30796407	3	1.32264	1	SNP that moderately affects CTCF motif strength.	HG2
chr12	41685073	41685341	1	6.76971	2	SNP that strongly alters CTCF motif strength.	HG2
chr12	47498217	47498333	1	0.81370673473	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr12	52252081	52253079	1	0.984431944934	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr12	80763899	80764037	1	4.00561	1	SNP that moderately affects CTCF motif strength.	HG2
chr12	100733938	100734088	1	1.00404	1	SNP that moderately affects CTCF motif strength.	HG2
chr12	100741256	100741318	1	2.14106	1	SNP that moderately affects CTCF motif strength.	HG2
chr12	107317920	107318602	2	2.8441645323	1	SNP that moderately affects CTCF motif strength.	HG2
chr12	121916801	121917010	2	5.03118	2	SNP that strongly alters CTCF motif strength.	HG2
chr12	123383676	123384102	2	6.14194	2	SNP that strongly alters CTCF motif strength.	HG2
chr13	21101241	21101363	1	2.85921231122	1	SNP that moderately affects CTCF motif strength.	HG2
chr13	21603803	21604411	1	4.79233149065	1	SNP that moderately affects CTCF motif strength.	HG2
chr13	22944561	22944770	2	0.0	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr13	24371401	24371610	1	0.258921	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr13	39655497	39655717	1	0.0427751816011	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr13	51222027	51222623	2	5.03118	2	SNP that strongly alters CTCF motif strength.	HG2
chr13	74215604	74215652	2	2.46186	1	SNP that moderately affects CTCF motif strength.	HG2
chr13	95226301	95227110	1	2.95939	1	SNP that moderately affects CTCF motif strength.	HG2
chr13	98201971	98202380	1	5.09102272956	2	SNP that strongly alters CTCF motif strength.	HG2
chr13	110527374	110527694	1	7.48920776154	2	SNP that strongly alters CTCF motif strength.	HG2
chr13	111038206	111038244	1	0.0384061	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr13	112893661	112894621	1	0.0	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr14	20613296	20613774	1	3.06605403113	1	SNP that moderately affects CTCF motif strength.	HG2
chr14	20857783	20857887	1	2.95939	1	SNP that moderately affects CTCF motif strength.	HG2
chr14	22819355	22820001	1	0.0384061	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr14	22929274	22929754	1	4.34799	1	SNP that moderately affects CTCF motif strength.	HG2
chr14	24093976	24094286	2	4.17557	1	SNP that moderately affects CTCF motif strength.	HG2
chr14	32203094	32203782	2	9.61249185499	2	SNP that strongly alters CTCF motif strength.	HG2
chr14	34980931	34981619	1	1.00404	1	SNP that moderately affects CTCF motif strength.	HG2
chr14	49598592	49599262	2	4.27107	1	SNP that moderately affects CTCF motif strength.	HG2
chr14	106349101	106349310	2	4.00888	1	SNP that moderately affects CTCF motif strength.	HG2
chr15	26082097	26082687	2	2.30754888128	1	SNP that moderately affects CTCF motif strength.	HG2
chr15	47717291	47717500	1	2.17451	1	SNP that moderately affects CTCF motif strength.	HG2
chr15	57372350	57372424	1	3.77968	1	SNP that moderately affects CTCF motif strength.	HG2
chr15	65300581	65300790	1	0.813575125435	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr15	75683767	75683989	2	1.86713	1	SNP that moderately affects CTCF motif strength.	HG2
chr15	77118900	77119090	1	1.24941592713	1	SNP that moderately affects CTCF motif strength.	HG2
chr15	77910508	77911030	3	4.17557	1	SNP that moderately affects CTCF motif strength.	HG2
chr15	78540146	78540680	1	1.62382968444	1	SNP that moderately affects CTCF motif strength.	HG2
chr15	78751158	78751292	1	3.77968	1	SNP that moderately affects CTCF motif strength.	HG2
chr15	79296451	79296860	2	6.23609	2	SNP that strongly alters CTCF motif strength.	HG2
chr15	82530601	82531121	2	1.00404	1	SNP that moderately affects CTCF motif strength.	HG2
chr15	84570619	84571295	2	2.46186	1	SNP that moderately affects CTCF motif strength.	HG2
chr15	85251006	85251495	3	4.45401587836	1	SNP that moderately affects CTCF motif strength.	HG2
chr15	85486064	85486266	1	0.362336	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr15	90301318	90301456	1	0.0384061	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr15	90954560	90955330	1	0.190375	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr15	92277905	92277989	1	4.26069	1	SNP that moderately affects CTCF motif strength.	HG2
chr15	92683540	92683718	1	11.396150477	2	SNP that strongly alters CTCF motif strength.	HG2
chr16	4924890	4925172	1	1.32264	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	5161920	5162880	1	0.100111	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr16	6573691	6573900	1	8.78955	2	SNP that strongly alters CTCF motif strength.	HG2
chr16	7822611	7822820	2	5.67234198082	2	SNP that strongly alters CTCF motif strength.	HG2
chr16	10031623	10031837	2	1.69250146488	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	10078361	10078770	5	3.37456	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	10256825	10257555	2	5.10065044143	2	SNP that strongly alters CTCF motif strength.	HG2
chr16	10617285	10617537	3	1.51368093499	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	11257323	11257611	1	0.0	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr16	11326771	11327180	1	1.34575373064	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	11345170	11345592	1	2.03703	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	11915882	11916282	1	7.37541	2	SNP that strongly alters CTCF motif strength.	HG2
chr16	12215791	12216000	1	0.0	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr16	12289273	12290177	1	0.599121	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr16	12570261	12570470	1	2.94168153582	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	13904931	13905140	1	5.56286	2	SNP that strongly alters CTCF motif strength.	HG2
chr16	14974880	14975298	3	10.8233387637	2	SNP that strongly alters CTCF motif strength.	HG2
chr16	18801546	18801874	2	1.22044143316	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	20547021	20547230	1	0.0384061	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr16	20799714	20799836	1	2.72994	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	23182488	23182632	3	6.23609	2	SNP that strongly alters CTCF motif strength.	HG2
chr16	23710101	23710310	1	0.593837	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr16	29179386	29179954	3	1.21489690255	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	50297828	50298308	2	5.03118	2	SNP that strongly alters CTCF motif strength.	HG2
chr16	68972801	68973010	2	2.24092748744	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	70623031	70623089	1	5.56286	2	SNP that strongly alters CTCF motif strength.	HG2
chr16	70645321	70645530	2	5.56286	2	SNP that strongly alters CTCF motif strength.	HG2
chr16	77190657	77191121	1	0.0359605870964	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr16	77236152	77236310	1	1.96231	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	77376431	77376640	1	7.55873	2	SNP that strongly alters CTCF motif strength.	HG2
chr16	80341384	80341502	1	3.82540024465	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	81553310	81553476	1	3.56833460325	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	81697367	81697519	1	1.95600721781	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	81738050	81738240	1	0.153104	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr16	81855821	81856030	2	5.26759454344	2	SNP that strongly alters CTCF motif strength.	HG2
chr16	83898857	83899163	1	3.77968	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	83996971	83997180	1	4.17557	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	84013933	84014337	1	5.57483193734	2	SNP that strongly alters CTCF motif strength.	HG2
chr16	84277350	84277492	2	4.26069	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	84333111	84333320	1	6.14194	2	SNP that strongly alters CTCF motif strength.	HG2
chr16	85422766	85422972	1	4.48922003086	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	86093831	86094040	1	2.24606558995	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	87496311	87496520	1	2.25468170975	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	87678735	87678895	1	8.05316	2	SNP that strongly alters CTCF motif strength.	HG2
chr16	88541241	88541450	3	10.9054660941	2	SNP that strongly alters CTCF motif strength.	HG2
chr16	88561991	88562200	1	1.34145148314	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	88839118	88839352	1	3.18628	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	88844481	88844690	1	0.362336	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr16	89184431	89184640	1	3.82061	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	89320249	89320741	1	2.64746202437	1	SNP that moderately affects CTCF motif strength.	HG2
chr16	89615687	89615833	7	6.03101530782	2	SNP that strongly alters CTCF motif strength.	HG2
chr16	89918711	89918827	3	3.62224808423	1	SNP that moderately affects CTCF motif strength.	HG2
chr17	7329320	7329726	2	3.37456	1	SNP that moderately affects CTCF motif strength.	HG2
chr17	39872817	39872983	1	6.59769	2	SNP that strongly alters CTCF motif strength.	HG2
chr17	40099115	40099429	2	3.30249384965	1	SNP that moderately affects CTCF motif strength.	HG2
chr17	43766507	43766663	2	5.2514	2	SNP that strongly alters CTCF motif strength.	HG2
chr17	44628411	44628620	1	2.72994	1	SNP that moderately affects CTCF motif strength.	HG2
chr17	44733928	44734042	1	0.362336	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr17	45021711	45022293	3	3.17321	1	SNP that moderately affects CTCF motif strength.	HG2
chr17	47843131	47843340	1	0.178178537127	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr17	49191943	49193169	1	5.03118	2	SNP that strongly alters CTCF motif strength.	HG2
chr17	49993451	49993860	2	7.1524998757	2	SNP that strongly alters CTCF motif strength.	HG2
chr17	51535971	51536063	2	6.59769	2	SNP that strongly alters CTCF motif strength.	HG2
chr17	51734617	51734689	4	3.71770961992	1	SNP that moderately affects CTCF motif strength.	HG2
chr17	54899756	54900245	2	6.59769	2	SNP that strongly alters CTCF motif strength.	HG2
chr17	55514140	55514282	2	2.95939	1	SNP that moderately affects CTCF motif strength.	HG2
chr17	55825340	55825520	2	1.2335	1	SNP that moderately affects CTCF motif strength.	HG2
chr17	61393896	61394486	2	1.0271	1	SNP that moderately affects CTCF motif strength.	HG2
chr17	65123358	65123464	2	2.69092907048	1	SNP that moderately affects CTCF motif strength.	HG2
chr17	68436099	68436867	1	0.0	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr17	69523393	69523479	1	1.92597594294	1	SNP that moderately affects CTCF motif strength.	HG2
chr17	72005891	72006100	1	0.893989	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr17	73191625	73191701	1	0.190375	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr17	73233026	73233594	3	4.34799	1	SNP that moderately affects CTCF motif strength.	HG2
chr17	73751107	73751263	2	6.82680648419	2	SNP that strongly alters CTCF motif strength.	HG2
chr17	74770791	74771000	1	2.1299814425	1	SNP that moderately affects CTCF motif strength.	HG2
chr17	74864961	74865170	1	3.77968	1	SNP that moderately affects CTCF motif strength.	HG2
chr17	75012190	75013092	4	5.06985362653	2	SNP that strongly alters CTCF motif strength.	HG2
chr17	75524864	75525902	1	0.0	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr17	76029262	76029788	1	2.50614757684	1	SNP that moderately affects CTCF motif strength.	HG2
chr17	77741181	77741390	1	9.3738	2	SNP that strongly alters CTCF motif strength.	HG2
chr17	78014022	78014072	1	6.76971	2	SNP that strongly alters CTCF motif strength.	HG2
chr17	78141641	78141850	1	2.71305459689	1	SNP that moderately affects CTCF motif strength.	HG2
chr17	78592119	78592591	1	0.593837	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr17	79042529	79042561	2	6.76971	2	SNP that strongly alters CTCF motif strength.	HG2
chr17	79074744	79074940	1	0.100111	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr17	80195585	80196441	2	1.36236428237	1	SNP that moderately affects CTCF motif strength.	HG2
chr17	80650119	80650295	4	9.3738	2	SNP that strongly alters CTCF motif strength.	HG2
chr17	81178347	81178763	3	4.23207627983	1	SNP that moderately affects CTCF motif strength.	HG2
chr17	81241721	81241930	1	0.100111	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr17	82102832	82103232	2	2.90907734443	1	SNP that moderately affects CTCF motif strength.	HG2
chr18	832212	832460	1	0.0409248	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr18	7568503	7568791	1	1.2335	1	SNP that moderately affects CTCF motif strength.	HG2
chr18	10304767	10304883	2	4.17557	1	SNP that moderately affects CTCF motif strength.	HG2
chr18	12540013	12540077	1	5.48125	2	SNP that strongly alters CTCF motif strength.	HG2
chr18	23640236	23640274	2	5.49212524918	2	SNP that strongly alters CTCF motif strength.	HG2
chr18	30081221	30081430	2	7.19516	2	SNP that strongly alters CTCF motif strength.	HG2
chr18	34122840	34122942	1	4.34799	1	SNP that moderately affects CTCF motif strength.	HG2
chr18	51537571	51537780	1	0.220225	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr19	4352641	4352935	2	1.00404	1	SNP that moderately affects CTCF motif strength.	HG2
chr19	6476150	6476930	1	2.28789536678	1	SNP that moderately affects CTCF motif strength.	HG2
chr19	12440863	12441259	1	0.912140031964	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr19	13234679	13234803	1	9.3738	2	SNP that strongly alters CTCF motif strength.	HG2
chr19	13621491	13621700	1	4.17557	1	SNP that moderately affects CTCF motif strength.	HG2
chr19	14288935	14289055	2	4.17557	1	SNP that moderately affects CTCF motif strength.	HG2
chr19	14467601	14468410	1	1.80433132928	1	SNP that moderately affects CTCF motif strength.	HG2
chr19	21203011	21203220	1	6.76971	2	SNP that strongly alters CTCF motif strength.	HG2
chr19	38980818	38981092	3	8.78955	2	SNP that strongly alters CTCF motif strength.	HG2
chr19	39435905	39436245	3	2.59208	1	SNP that moderately affects CTCF motif strength.	HG2
chr19	52570131	52570269	2	2.80551785089	1	SNP that moderately affects CTCF motif strength.	HG2
chr20	642364	643006	3	2.01789	1	SNP that moderately affects CTCF motif strength.	HG2
chr20	4090858	4091064	2	6.76452345035	2	SNP that strongly alters CTCF motif strength.	HG2
chr20	7031372	7031478	1	5.28114	2	SNP that strongly alters CTCF motif strength.	HG2
chr20	8114661	8114949	2	4.27107	1	SNP that moderately affects CTCF motif strength.	HG2
chr20	8759725	8759901	1	5.71596	2	SNP that strongly alters CTCF motif strength.	HG2
chr20	16666181	16666590	2	2.46186	1	SNP that moderately affects CTCF motif strength.	HG2
chr20	18779091	18779300	2	4.45145	1	SNP that moderately affects CTCF motif strength.	HG2
chr20	23043561	23043657	2	7.35449	2	SNP that strongly alters CTCF motif strength.	HG2
chr20	23436143	23436229	1	1.00404	1	SNP that moderately affects CTCF motif strength.	HG2
chr20	23782408	23782770	3	0.893989	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr20	25863244	25863474	2	1.47247894889	1	SNP that moderately affects CTCF motif strength.	HG2
chr20	43547642	43547739	1	0.0	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr20	44683660	44683812	7	10.463696968	2	SNP that strongly alters CTCF motif strength.	HG2
chr20	46965511	46965920	4	7.37541	2	SNP that strongly alters CTCF motif strength.	HG2
chr20	47894688	47895084	1	0.163187	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr20	47947601	47947810	1	0.0855256730365	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr20	48516389	48516557	1	0.0384061	0	SNP with no meaningful effect on CTCF motif strength.	HG2
chr20	51326377	51326449	2	1.82448	1	SNP that moderately affects CTCF motif strength.	HG2
chr20	52438241	52438650	1	2.46186	1	SNP that moderately affects CTCF motif strength.	HG2
chr20	57311266	57311344	1	2.19748	1	SNP that moderately affects CTCF motif strength.	HG2
chr20	60340351	60340560	1	2.46186	1	SNP that moderately affects CTCF motif strength.	HG2
chr20	62728001	62728210	2	4.34799	1	SNP that moderately affects CTCF motif strength.	HG2
chr21	34889630	34890448	3	2.57409	1	SNP that moderately affects CTCF motif strength.	HG2
chr21	37079481	37079690	2	3.15035427361	1	SNP that moderately affects CTCF motif strength.	HG2
