variant_id	DIFF_LOG2_data1	DIFF_LOG2_data2	CHR	POS1	POS2	transcription_factor_data1	haplotype1_data1	haplotype2_data1	HMAX_data1	transcription_factor_data2	haplotype1_data2	haplotype2_data2	HMAX_data2	LENGTH	Unnamed: 0	btwn_lines	GENOME	prediction_quality
chr2_9984289_9984453	-1.268	-0.014	chr2	9984289	9984453	CTCF	118.0	49.0	118	CTCF	5948.007	6006.0	6006.0	164	2568	0	HepG2	bad
chr3_103991521_103991730	-1.144	-0.034	chr3	103991521	103991730	CTCF	42.0	19.0	42	CTCF	3573.018	3658.0	3658.0	209	2795	0	HepG2	bad
chr3_103991560_103991716	-1.263	0.035	chr3	103991560	103991716	CTCF_ENCSR000DKV	24.0	10.0	24	CTCF	4712.0	4599.02	4712.0	156	859	0	GM12878	bad
chr3_10508732_10508868	1.392	-0.076	chr3	10508732	10508868	CTCF	8.0	21.0	21	CTCF	1092.052	1151.0	1151.0	136	2797	0	HepG2	bad
chr3_109019016_109019054	-1.363	-0.739	chr3	109019016	109019054	CTCF_ENCSR000DKV	18.0	7.0	18	CTCF	823.401	1374.5	1374.5	38	861	1	GM12878	good
chr3_115819866_115820018	1.755	-0.062	chr3	115819866	115820018	CTCF_ENCSR000AKB	16.0	54.0	54	CTCF	13257.038	13836.0	13836.0	152	372	0	GM12878	bad
chr3_115819866_115820018	1.322	-0.062	chr3	115819866	115820018	CTCF_ENCSR000DKV	24.0	60.0	60	CTCF	13257.038	13836.0	13836.0	152	865	0	GM12878	bad
chr3_115819866_115820018	2.152	-0.062	chr3	115819866	115820018	CTCF_ENCSR000DRZ	9.0	40.0	40	CTCF	13257.038	13836.0	13836.0	152	625	0	GM12878	bad
chr3_117898751_117898960	-1.248	-0.036	chr3	117898751	117898960	CTCF	19.0	8.0	19	CTCF	1320.025	1353.5	1353.5	209	2806	0	HepG2	bad
chr3_120178001_120178210	-2.248	0.032	chr3	120178001	120178210	CTCF	19.0	4.0	19	CTCF	1271.0	1243.021	1271.0	209	2808	0	HepG2	bad
chr3_120183086_120183124	-1.245	-1.04	chr3	120183086	120183124	CTCF	64.0	27.0	64	CTCF	2309.514	4750.0	4750.0	38	2809	1	HepG2	good
chr3_122384013_122384337	1.064	0.0	chr3	122384013	122384337	CTCF_ENCSR000DKV	11.0	23.0	23	CTCF	3531.0	3531.0	3531.0	324	867	0	GM12878	bad
chr3_12287448_12288102	5.977	0.076	chr3	12287448	12288102	CTCF	1.0	63.0	63	CTCF	1445.5	1371.551	1445.5	654	2812	0	HepG2	bad
chr3_125766408_125766488	-7.585	-0.013	chr3	125766408	125766488	CTCF	192.0	1.0	192	CTCF	7660.011	7728.0	7728.0	80	2815	0	HepG2	bad
chr3_126083889_126084425	-3.011	-0.033	chr3	126083889	126084425	CTCF	137.0	17.0	137	CTCF	1285.023	1315.0	1315.0	536	2816	0	HepG2	bad
chr3_126982355_126983407	-1.046	-0.004	chr3	126982355	126983407	CTCF	64.0	31.0	64	CTCF	2281.004	2288.0	2288.0	1052	2820	0	HepG2	bad
chr3_12787513_12787573	-0.637	-1.1	chr3	12787513	12787573	CTCF_ENCSR000DKV	28.0	18.0	28	CTCF	4773.032	10234.0	10234.0	60	871	1	GM12878	good
chr3_12787513_12787573	0.263	-1.1	chr3	12787513	12787573	CTCF_ENCSR000DRZ	15.0	18.0	18	CTCF	4773.032	10234.0	10234.0	60	628	1	GM12878	good
chr3_129343966_129344044	1.723	0.063	chr3	129343966	129344044	CTCF	103.0	340.0	340	CTCF	5888.0	5638.04	5888.0	78	2828	0	HepG2	bad
chr3_137121853_137121979	-1.399	-0.051	chr3	137121853	137121979	CTCF_ENCSR000DKV	29.0	11.0	29	CTCF	7631.035	7906.0	7906.0	126	879	0	GM12878	bad
chr3_141276081_141276290	1.051	0.088	chr3	141276081	141276290	CTCF	14.0	29.0	29	CTCF	826.5	777.559	826.5	209	2846	1	HepG2	good
chr3_141276081_141276290	1.051	0.088	chr3	141276081	141276290	CTCF	14.0	29.0	29	CTCF	826.5	777.559	826.5	209	2846	0	HepG2	bad
chr3_146065638_146065772	1.678	0.01	chr3	146065638	146065772	CTCF_ENCSR000DKV	5.0	16.0	16	CTCF	6389.0	6343.013	6389.0	134	883	0	GM12878	bad
chr3_151283049_151283237	6.768	-0.017	chr3	151283049	151283237	CTCF	1.0	109.0	109	CTCF	6001.012	6072.0	6072.0	188	2861	0	HepG2	bad
chr3_171163271_171163480	5.672	-0.025	chr3	171163271	171163480	CTCF	1.0	51.0	51	CTCF	5328.016	5422.0	5422.0	209	2878	0	HepG2	bad
chr3_186093611_186093820	1.678	2.452	chr3	186093611	186093820	CTCF	20.0	64.0	64	CTCF	3013.0	550.817	3013.0	209	2893	1	HepG2	good
chr3_188003311_188003739	-1.138	-0.014	chr3	188003311	188003739	CTCF	22.0	10.0	22	CTCF	713.01	720.0	720.0	428	2899	0	HepG2	bad
chr3_191051071_191051223	1.358	0.072	chr3	191051071	191051223	CTCF	16.0	41.0	41	CTCF	3968.0	3774.049	3968.0	152	2907	0	HepG2	bad
chr3_192423171_192423213	-1.807	-1.322	chr3	192423171	192423213	CTCF	35.0	10.0	35	CTCF	1256.1	3140.0	3140.0	42	2909	1	HepG2	good
chr3_194687902_194688008	1.064	0.037	chr3	194687902	194688008	CTCF_ENCSR000DKV	11.0	23.0	23	CTCF	7364.0	7176.019	7364.0	106	902	0	GM12878	bad
chr3_196191991_196192200	-2.051	-2.049	chr3	196191991	196192200	CTCF	87.0	21.0	87	CTCF	1115.258	4615.5	4615.5	209	2925	1	HepG2	good
chr3_197627764_197628176	-4.524	0.05	chr3	197627764	197628176	CTCF	23.0	1.0	23	CTCF	575.5	555.784	575.5	412	2930	0	HepG2	bad
chr3_37535991_37536200	-1.263	-1.473	chr3	37535991	37536200	CTCF	24.0	10.0	24	CTCF	551.39	1530.5	1530.5	209	2942	1	HepG2	good
chr3_43996358_43996504	2.0	0.087	chr3	43996358	43996504	CTCF_ENCSR000DRZ	4.0	16.0	16	CTCF	3408.0	3208.056	3408.0	146	653	0	GM12878	bad
chr3_46442698_46442892	4.485	4.845	chr3	46442698	46442892	CTCF	5.0	112.0	112	CTCF	6329.0	220.215	6329.0	194	2955	1	HepG2	good
chr3_47789206_47789316	-1.295	0.01	chr3	47789206	47789316	CTCF_ENCSR000DKV	27.0	11.0	27	CTCF	6166.5	6122.503	6166.5	110	915	0	GM12878	bad
chr3_50612026_50612164	1.202	-0.022	chr3	50612026	50612164	CTCF	10.0	23.0	23	CTCF	1299.015	1319.0	1319.0	138	2967	0	HepG2	bad
chr3_53622511_53622920	2.17	0.019	chr3	53622511	53622920	CTCF	4.0	18.0	18	CTCF	958.5	946.013	958.5	409	2973	0	HepG2	bad
chr3_58217214_58217772	-1.023	0.017	chr3	58217214	58217772	CTCF	126.0	62.0	126	CTCF	4547.0	4493.012	4547.0	558	2986	0	HepG2	bad
chr3_72187234_72187360	1.1	0.124	chr3	72187234	72187360	CTCF	14.0	30.0	30	CTCF	2975.0	2729.083	2975.0	126	2998	1	HepG2	good
chr3_81761040_81761520	-1.193	-0.082	chr3	81761040	81761520	CTCF	16.0	7.0	16	CTCF	2337.055	2473.0	2473.0	480	3001	0	HepG2	bad
chr3_8623008_8623142	1.531	-0.023	chr3	8623008	8623142	CTCF_ENCSR000AKB	9.0	26.0	26	CTCF	11546.012	11735.0	11735.0	134	389	0	GM12878	bad
chr3_8971088_8971264	-1.037	-0.013	chr3	8971088	8971264	CTCF_ENCSR000AKB	39.0	19.0	39	CTCF	11346.013	11446.0	11446.0	176	391	0	GM12878	bad
chr3_95184157_95184205	-1.237	-0.344	chr3	95184157	95184205	CTCF	33.0	14.0	33	CTCF	1399.712	1776.0	1776.0	48	3007	1	HepG2	good
chr3_9915010_9915792	1.222	0.009	chr3	9915010	9915792	CTCF	12.0	28.0	28	CTCF	921.0	915.006	921.0	782	3012	0	HepG2	bad
chr3_99817563_99818167	1.17	-0.003	chr3	99817563	99818167	CTCF	8.0	18.0	18	CTCF	530.002	531.0	531.0	604	3014	0	HepG2	bad
chr4_101790457_101791103	1.303	-0.049	chr4	101790457	101791103	CTCF	15.0	37.0	37	CTCF	331.159	342.625	342.625	646	3016	0	HepG2	bad
chr4_102541781_102541990	1.474	0.047	chr4	102541781	102541990	CTCF	9.0	25.0	25	CTCF	2477.5	2397.533	2477.5	209	3018	0	HepG2	bad
chr4_10461395_10461519	-6.19	-0.016	chr4	10461395	10461519	CTCF	73.0	1.0	73	CTCF	3655.011	3695.0	3695.0	124	3019	0	HepG2	bad
chr4_107720133_107720671	1.115	0.064	chr4	107720133	107720671	CTCF	12.0	26.0	26	CTCF	1013.0	969.043	1013.0	538	3022	0	HepG2	bad
chr4_116668241_116668450	-1.054	-0.065	chr4	116668241	116668450	CTCF	27.0	13.0	27	CTCF	994.044	1040.0	1040.0	209	3028	1	HepG2	good
chr4_116668241_116668450	-1.054	-0.065	chr4	116668241	116668450	CTCF	27.0	13.0	27	CTCF	994.044	1040.0	1040.0	209	3028	0	HepG2	bad
chr4_120870386_120870550	-1.459	-0.803	chr4	120870386	120870550	CTCF	22.0	8.0	22	CTCF	1222.926	2134.0	2134.0	164	3032	1	HepG2	good
chr4_122914484_122914544	1.363	0.796	chr4	122914484	122914544	CTCF_ENCSR000DKV	7.0	18.0	18	CTCF	7070.0	4071.424	7070.0	60	941	1	GM12878	good
chr4_124944111_124944169	-3.059	-2.683	chr4	124944111	124944169	CTCF	25.0	3.0	25	CTCF	264.094	1696.5	1696.5	58	3039	1	HepG2	good
chr4_1268085_1268205	2.265	0.006	chr4	1268085	1268205	CTCF	26.0	125.0	125	CTCF	7608.0	7574.004	7608.0	120	3042	0	HepG2	bad
chr4_131430341_131430550	1.755	1.087	chr4	131430341	131430550	CTCF	8.0	27.0	27	CTCF	1373.5	646.529	1373.5	209	3049	1	HepG2	good
chr4_138919182_138919412	0.468	1.348	chr4	138919182	138919412	CTCF	107.0	148.0	148	CTCF	8340.0	3275.606	8340.0	230	3054	1	HepG2	good
chr4_139656596_139657460	1.248	-0.031	chr4	139656596	139657460	CTCF	8.0	19.0	19	CTCF	2566.021	2622.0	2622.0	864	3055	0	HepG2	bad
chr4_142875276_142875354	-1.087	-0.055	chr4	142875276	142875354	CTCF	17.0	8.0	17	CTCF	1460.537	1517.5	1517.5	78	3060	0	HepG2	bad
chr4_147407371_147407580	-4.644	0.022	chr4	147407371	147407580	CTCF	25.0	1.0	25	CTCF	3025.5	2980.517	3025.5	209	3063	0	HepG2	bad
chr4_153466178_153466732	2.044	0.057	chr4	153466178	153466732	CTCF	8.0	33.0	33	CTCF	1309.0	1258.038	1309.0	554	3071	0	HepG2	bad
chr4_156378259_156378319	4.0	4.04	chr4	156378259	156378319	CTCF_ENCSR000DKV	1.0	16.0	16	CTCF	4943.0	300.439	4943.0	60	951	1	GM12878	good
chr4_156378259_156378319	4.322	4.04	chr4	156378259	156378319	CTCF_ENCSR000DRZ	1.0	20.0	20	CTCF	4943.0	300.439	4943.0	60	669	1	GM12878	good
chr4_158667751_158667965	-1.415	-0.834	chr4	158667751	158667965	CTCF_ENCSR000DRZ	16.0	6.0	16	CTCF	3524.44	6283.0	6283.0	214	671	1	GM12878	good
chr4_163544519_163544685	-1.503	0.018	chr4	163544519	163544685	CTCF_ENCSR000AKB	34.0	12.0	34	CTCF	12713.0	12555.008	12713.0	166	397	0	GM12878	bad
chr4_169270433_169271387	6.109	-0.026	chr4	169270433	169271387	CTCF	1.0	69.0	69	CTCF	2176.019	2216.0	2216.0	954	3089	0	HepG2	bad
chr4_169613273_169613365	-7.615	-0.059	chr4	169613273	169613365	CTCF	196.0	1.0	196	CTCF	7189.043	7488.0	7488.0	92	3090	0	HepG2	bad
chr4_17544290_17544500	1.399	0.017	chr4	17544290	17544500	CTCF	11.0	29.0	29	CTCF	849.0	839.011	849.0	210	3099	0	HepG2	bad
chr4_17709751_17709960	-2.874	0.014	chr4	17709751	17709960	CTCF	22.0	3.0	22	CTCF	641.5	635.51	641.5	209	3101	0	HepG2	bad
chr4_184649255_184649783	-4.392	0.003	chr4	184649255	184649783	CTCF	21.0	1.0	21	CTCF	1774.0	1770.001	1774.0	528	3114	0	HepG2	bad
chr4_185142711_185143659	4.087	-0.002	chr4	185142711	185143659	CTCF	1.0	17.0	17	CTCF	737.002	738.0	738.0	948	3117	0	HepG2	bad
chr4_185500111_185500320	1.273	0.05	chr4	185500111	185500320	CTCF	12.0	29.0	29	CTCF	961.0	928.533	961.0	209	3120	0	HepG2	bad
chr4_185535454_185535632	3.7	0.003	chr4	185535454	185535632	CTCF	2.0	26.0	26	CTCF	1810.0	1806.002	1810.0	178	3121	0	HepG2	bad
chr4_186158091_186158299	1.233	-0.075	chr4	186158091	186158299	CTCF	20.0	47.0	47	CTCF	1165.051	1227.5	1227.5	208	3126	0	HepG2	bad
chr4_186901691_186902100	-4.17	-0.05	chr4	186901691	186902100	CTCF	54.0	3.0	54	CTCF	267.534	277.0	277.0	409	3130	0	HepG2	bad
chr4_20422515_20422699	2.503	-0.004	chr4	20422515	20422699	CTCF_ENCSR000DKV	3.0	17.0	17	CTCF	7573.999	7596.0	7596.0	184	970	0	GM12878	bad
chr4_38319873_38320101	1.09	-0.011	chr4	38319873	38320101	CTCF	70.0	149.0	149	CTCF	8434.012	8498.0	8498.0	228	3161	0	HepG2	bad
chr4_38759580_38759770	1.265	0.09	chr4	38759580	38759770	CTCF	72.0	173.0	173	CTCF	7240.0	6800.058	7240.0	190	3163	0	HepG2	bad
chr4_3942546_3942668	3.788	0.009	chr4	3942546	3942668	CTCF	11.0	152.0	152	CTCF	7202.0	7158.007	7202.0	122	3167	0	HepG2	bad
chr4_41661590_41661696	-1.322	-0.007	chr4	41661590	41661696	CTCF_ENCSR000AKB	25.0	10.0	25	CTCF	11265.004	11321.0	11321.0	106	405	0	GM12878	bad
chr4_4335398_4335458	-1.858	-0.016	chr4	4335398	4335458	CTCF_ENCSR000AKB	29.0	8.0	29	CTCF	11808.012	11939.0	11939.0	60	406	0	GM12878	bad
chr4_4335398_4335458	-2.152	-0.016	chr4	4335398	4335458	CTCF_ENCSR000DKV	40.0	9.0	40	CTCF	11808.012	11939.0	11939.0	60	977	0	GM12878	bad
chr4_4335398_4335458	-3.561	-0.016	chr4	4335398	4335458	CTCF_ENCSR000DRZ	59.0	5.0	59	CTCF	11808.012	11939.0	11939.0	60	684	0	GM12878	bad
chr4_4384921_4385130	1.07	0.084	chr4	4384921	4385130	CTCF	10.0	21.0	21	CTCF	4209.0	3970.059	4209.0	209	3173	1	HepG2	good
chr4_4384921_4385130	1.07	0.084	chr4	4384921	4385130	CTCF	10.0	21.0	21	CTCF	4209.0	3970.059	4209.0	209	3173	0	HepG2	bad
chr4_52861965_52862393	-2.585	-0.06	chr4	52861965	52862393	CTCF	18.0	3.0	18	CTCF	1062.041	1107.5	1107.5	428	3185	0	HepG2	bad
chr4_54976781_54976990	1.158	1.873	chr4	54976781	54976990	CTCF	13.0	29.0	29	CTCF	4267.5	1165.227	4267.5	209	3188	1	HepG2	good
chr4_5544101_5544159	4.807	0.088	chr4	5544101	5544159	CTCF	1.0	28.0	28	CTCF	623.5	586.56	623.5	58	3189	0	HepG2	bad
chr4_59161371_59161580	1.837	2.399	chr4	59161371	59161580	CTCF	7.0	25.0	25	CTCF	2420.0	458.81	2420.0	209	3195	1	HepG2	good
chr4_74793357_74794453	1.193	0.0	chr4	74793357	74794453	CTCF	7.0	16.0	16	CTCF	314.5	314.5	314.5	1096	3214	0	HepG2	bad
chr4_7524271_7524480	1.087	0.069	chr4	7524271	7524480	CTCF	8.0	17.0	17	CTCF	2163.5	2063.046	2163.5	209	3215	0	HepG2	bad
chr4_76733640_76733678	1.415	2.082	chr4	76733640	76733678	CTCF_ENCSR000DKV	6.0	16.0	16	CTCF	4229.5	998.764	4229.5	38	984	1	GM12878	good
chr4_7761802_7761862	1.087	0.051	chr4	7761802	7761862	CTCF_ENCSR000DRZ	8.0	17.0	17	CTCF	10272.0	9912.034	10272.0	60	688	0	GM12878	bad
chr4_82721980_82722038	1.193	0.519	chr4	82721980	82722038	CTCF_ENCSR000AKB	7.0	16.0	16	CTCF	6268.0	4375.303	6268.0	58	410	1	GM12878	good
chr4_82739432_82739598	-1.463	-0.511	chr4	82739432	82739598	CTCF	284.0	103.0	284	CTCF	8378.298	11942.0	11942.0	166	3231	1	HepG2	good
chr4_82746650_82747512	-3.322	-0.007	chr4	82746650	82747512	CTCF	20.0	2.0	20	CTCF	210.755	211.75	211.75	862	3232	0	HepG2	bad
chr4_8547172_8547290	-2.322	-3.368	chr4	8547172	8547290	CTCF_ENCSR000DKV	20.0	4.0	20	CTCF	400.903	4139.0	4139.0	118	992	1	GM12878	good
chr4_87391137_87391513	-1.09	-0.479	chr4	87391137	87391513	CTCF	66.0	31.0	66	CTCF	977.283	1362.5	1362.5	376	3242	1	HepG2	good
chr4_8741601_8742010	-4.0	-0.046	chr4	8741601	8742010	CTCF	16.0	1.0	16	CTCF	600.031	619.5	619.5	409	3243	0	HepG2	bad
chr4_88219189_88219313	1.663	0.074	chr4	88219189	88219313	CTCF_ENCSR000DKV	6.0	19.0	19	CTCF	7276.0	6910.049	7276.0	124	993	0	GM12878	bad
chr4_88870781_88870990	4.248	-0.067	chr4	88870781	88870990	CTCF	1.0	19.0	19	CTCF	1057.045	1107.0	1107.0	209	3248	0	HepG2	bad
chr4_9123677_9123793	-2.415	-0.031	chr4	9123677	9123793	CTCF_ENCSR000AKB	16.0	3.0	16	CTCF	6503.521	6646.0	6646.0	116	412	0	GM12878	bad
chr4_9123677_9123793	-4.087	-0.031	chr4	9123677	9123793	CTCF_ENCSR000DKV	17.0	1.0	17	CTCF	6503.521	6646.0	6646.0	116	995	0	GM12878	bad
chr4_9123677_9123793	-4.585	-0.031	chr4	9123677	9123793	CTCF_ENCSR000DRZ	24.0	1.0	24	CTCF	6503.521	6646.0	6646.0	116	693	0	GM12878	bad
chr4_9577901_9578310	-2.737	-0.055	chr4	9577901	9578310	CTCF	20.0	3.0	20	CTCF	1854.788	1927.25	1927.25	409	3257	0	HepG2	bad
chr4_99949109_99949219	-1.064	0.001	chr4	99949109	99949219	CTCF_ENCSR000AKB	23.0	11.0	23	CTCF	9934.0	9930.002	9934.0	110	414	0	GM12878	bad
chr5_10201561_10201770	-1.054	0.093	chr5	10201561	10201770	CTCF	27.0	13.0	27	CTCF	3332.5	3124.564	3332.5	209	3265	1	HepG2	good
chr5_10201561_10201770	-1.054	0.093	chr5	10201561	10201770	CTCF	27.0	13.0	27	CTCF	3332.5	3124.564	3332.5	209	3265	0	HepG2	bad
chr5_104413055_104413107	2.17	2.23	chr5	104413055	104413107	CTCF_ENCSR000DRZ	4.0	18.0	18	CTCF	6455.0	1376.287	6455.0	52	696	1	GM12878	good
chr5_119268113_119268245	-1.678	-2.267	chr5	119268113	119268245	CTCF_ENCSR000DKV	16.0	5.0	16	CTCF	1517.293	7303.0	7303.0	132	1006	1	GM12878	good
chr5_119268113_119268245	-2.585	-2.267	chr5	119268113	119268245	CTCF_ENCSR000DRZ	36.0	6.0	36	CTCF	1517.293	7303.0	7303.0	132	700	1	GM12878	good
chr5_119770161_119770370	-3.755	-0.025	chr5	119770161	119770370	CTCF	27.0	2.0	27	CTCF	2657.018	2703.0	2703.0	209	3285	0	HepG2	bad
chr5_120656016_120656046	2.503	2.458	chr5	120656016	120656046	CTCF_ENCSR000DKV	3.0	17.0	17	CTCF	6454.0	1174.818	6454.0	30	1007	1	GM12878	good
chr5_120656016_120656046	3.17	2.458	chr5	120656016	120656046	CTCF_ENCSR000DRZ	2.0	18.0	18	CTCF	6454.0	1174.818	6454.0	30	701	1	GM12878	good
chr5_127108691_127108900	3.248	-0.016	chr5	127108691	127108900	CTCF	2.0	19.0	19	CTCF	584.511	591.0	591.0	209	3295	0	HepG2	bad
chr5_133287646_133287734	2.559	0.043	chr5	133287646	133287734	CTCF	37.0	218.0	218	CTCF	5423.5	5265.777	5423.5	88	3303	0	HepG2	bad
chr5_133287677_133287723	3.663	3.12	chr5	133287677	133287723	CTCF_ENCSR000DKV	3.0	38.0	38	CTCF	8191.25	942.386	8191.25	46	1011	1	GM12878	good
chr5_135174871_135174951	-2.346	-1.973	chr5	135174871	135174951	CTCF	61.0	12.0	61	CTCF	719.245	2824.0	2824.0	80	3310	1	HepG2	good
chr5_139394248_139394443	-1.926	-1.322	chr5	139394248	139394443	CTCF_ENCSR000DKV	19.0	5.0	19	CTCF	2134.602	5338.0	5338.0	195	1013	1	GM12878	good
chr5_140834206_140834244	2.79	-0.089	chr5	140834206	140834244	CTCF	12.0	83.0	83	CTCF	2004.558	2131.5	2131.5	38	3321	0	HepG2	bad
chr5_140882056_140882094	3.322	0.091	chr5	140882056	140882094	CTCF	4.0	40.0	40	CTCF	1320.5	1240.061	1320.5	38	3322	0	HepG2	bad
chr5_146130549_146130673	1.369	-0.035	chr5	146130549	146130673	CTCF_ENCSR000AKB	12.0	31.0	31	CTCF	5351.024	5483.0	5483.0	124	418	0	GM12878	bad
chr5_146446966_146447332	1.515	0.665	chr5	146446966	146447332	CTCF_ENCSR000DRZ	7.0	20.0	20	CTCF	7182.0	4529.867	7182.0	366	707	1	GM12878	good
chr5_151239370_151239472	3.7	4.309	chr5	151239370	151239472	CTCF_ENCSR000DKV	3.0	39.0	39	CTCF	12133.0	612.2	12133.0	102	1020	1	GM12878	good
chr5_151239370_151239472	4.7	4.309	chr5	151239370	151239472	CTCF_ENCSR000DRZ	1.0	26.0	26	CTCF	12133.0	612.2	12133.0	102	710	1	GM12878	good
chr5_152462226_152462684	-4.087	-3.719	chr5	152462226	152462684	CTCF_ENCSR000AKB	17.0	1.0	17	CTCF	311.924	4108.5	4108.5	458	422	1	GM12878	good
chr5_152462226_152462684	-4.0	-3.719	chr5	152462226	152462684	CTCF_ENCSR000DRZ	16.0	1.0	16	CTCF	311.924	4108.5	4108.5	458	713	1	GM12878	good
chr5_154190086_154190978	0.469	-1.35	chr5	154190086	154190978	CTCF	13.0	18.0	18	CTCF	2338.609	5960.0	5960.0	892	3338	1	HepG2	good
chr5_159444654_159444710	-1.585	-0.657	chr5	159444654	159444710	CTCF_ENCSR000DKV	18.0	6.0	18	CTCF	3538.867	5579.0	5579.0	56	1026	1	GM12878	good
chr5_170274431_170274640	1.248	0.53	chr5	170274431	170274640	CTCF	8.0	19.0	19	CTCF	5038.0	3488.305	5038.0	209	3351	1	HepG2	good
chr5_171630191_171630400	1.078	-0.018	chr5	171630191	171630400	CTCF	9.0	19.0	19	CTCF	6622.011	6704.0	6704.0	209	3352	0	HepG2	bad
chr5_172858837_172859787	1.963	-0.05	chr5	172858837	172859787	CTCF	10.0	39.0	39	CTCF	1197.035	1239.0	1239.0	950	3355	0	HepG2	bad
chr5_172958820_172959720	-4.644	0.013	chr5	172958820	172959720	CTCF_ENCSR000AKB	25.0	1.0	25	CTCF	647.5	641.509	647.5	900	426	0	GM12878	bad
chr5_172958820_172959720	-5.129	0.013	chr5	172958820	172959720	CTCF_ENCSR000DKV	35.0	1.0	35	CTCF	647.5	641.509	647.5	900	1034	0	GM12878	bad
chr5_172958820_172959720	-4.392	0.013	chr5	172958820	172959720	CTCF_ENCSR000DRZ	21.0	1.0	21	CTCF	647.5	641.509	647.5	900	719	0	GM12878	bad
chr5_173764544_173764700	1.379	0.462	chr5	173764544	173764700	CTCF	10.0	26.0	26	CTCF	1323.0	960.773	1323.0	156	3359	1	HepG2	good
chr5_176574183_176574269	-1.399	-0.008	chr5	176574183	176574269	CTCF_ENCSR000AKB	29.0	11.0	29	CTCF	13371.996	13448.0	13448.0	86	427	0	GM12878	bad
chr5_177303473_177303993	-5.728	-0.006	chr5	177303473	177303993	CTCF	53.0	1.0	53	CTCF	1264.004	1269.0	1269.0	520	3364	0	HepG2	bad
chr5_178197071_178197480	3.0	-0.021	chr5	178197071	178197480	CTCF_ENCSR000DRZ	2.0	16.0	16	CTCF	4440.016	4506.5	4506.5	409	721	0	GM12878	bad
chr5_179504753_179504907	1.557	-0.039	chr5	179504753	179504907	CTCF	35.0	103.0	103	CTCF	974.027	1001.0	1001.0	154	3369	0	HepG2	bad
chr5_181173171_181173580	1.047	0.796	chr5	181173171	181173580	CTCF	15.0	31.0	31	CTCF	1067.5	614.924	1067.5	409	3377	1	HepG2	good
chr5_181244147_181244303	-1.064	0.013	chr5	181244147	181244303	CTCF	23.0	11.0	23	CTCF	871.0	863.009	871.0	156	3380	0	HepG2	bad
chr5_18698465_18698765	-1.807	-0.009	chr5	18698465	18698765	CTCF_ENCSR000DRZ	28.0	8.0	28	CTCF	1468.006	1477.0	1477.0	300	723	0	GM12878	bad
chr5_18698537_18698787	3.408	-0.0	chr5	18698537	18698787	CTCF	13.0	138.0	138	CTCF	7321.996	7324.0	7324.0	250	3381	0	HepG2	bad
chr5_27652591_27652800	2.7	2.351	chr5	27652591	27652800	CTCF	12.0	78.0	78	CTCF	3770.0	738.804	3770.0	209	3384	1	HepG2	good
chr5_33470723_33470777	3.17	2.991	chr5	33470723	33470777	CTCF_ENCSR000DKV	2.0	18.0	18	CTCF	2496.0	313.874	2496.0	54	1043	1	GM12878	good
chr5_34464631_34466195	-5.304	-0.014	chr5	34464631	34466195	CTCF	79.0	2.0	79	CTCF	297.01	300.0	300.0	1564	3386	0	HepG2	bad
chr5_35815723_35815777	2.17	1.378	chr5	35815723	35815777	CTCF_ENCSR000DKV	4.0	18.0	18	CTCF	9264.0	3564.616	9264.0	54	1045	1	GM12878	good
chr5_35815723_35815777	2.222	1.378	chr5	35815723	35815777	CTCF_ENCSR000DRZ	6.0	28.0	28	CTCF	9264.0	3564.616	9264.0	54	727	1	GM12878	good
chr5_42993281_42993490	-2.585	0.062	chr5	42993281	42993490	CTCF	18.0	3.0	18	CTCF	829.0	794.043	829.0	209	3398	0	HepG2	bad
chr5_43008612_43008848	-1.176	-0.199	chr5	43008612	43008848	CTCF	113.0	50.0	113	CTCF	1904.129	2186.0	2186.0	236	3399	1	HepG2	good
chr5_52964231_52964440	1.051	0.071	chr5	52964231	52964440	CTCF	28.0	58.0	58	CTCF	2898.0	2759.547	2898.0	209	3407	1	HepG2	good
chr5_52964231_52964440	1.051	0.071	chr5	52964231	52964440	CTCF	28.0	58.0	58	CTCF	2898.0	2759.547	2898.0	209	3407	0	HepG2	bad
chr5_55226200_55227330	1.536	0.619	chr5	55226200	55227330	CTCF_ENCSR000DKV	10.0	29.0	29	CTCF	933.0	607.349	933.0	1130	1052	1	GM12878	good
chr5_55534472_55535358	-1.585	-0.012	chr5	55534472	55535358	CTCF	18.0	6.0	18	CTCF	1876.009	1892.0	1892.0	886	3412	0	HepG2	bad
chr5_56314713_56314785	-1.147	-0.926	chr5	56314713	56314785	CTCF_ENCSR000DKV	31.0	14.0	31	CTCF	5453.474	10364.0	10364.0	72	1053	1	GM12878	good
chr5_56815219_56815563	1.28	-0.047	chr5	56815219	56815563	CTCF	7.0	17.0	17	CTCF	2194.032	2266.0	2266.0	344	3415	0	HepG2	bad
chr5_57298297_57298427	-7.18	0.002	chr5	57298297	57298427	CTCF	145.0	1.0	145	CTCF	7758.0	7748.006	7758.0	130	3417	0	HepG2	bad
chr5_65483857_65484001	-2.449	-0.044	chr5	65483857	65484001	CTCF	71.0	13.0	71	CTCF	6283.026	6479.0	6479.0	144	3427	0	HepG2	bad
chr5_71778812_71778918	1.778	0.893	chr5	71778812	71778918	CTCF	49.0	168.0	168	CTCF	8413.25	4531.839	8413.25	106	3435	1	HepG2	good
chr5_7897101_7897310	-2.503	-1.635	chr5	7897101	7897310	CTCF	51.0	9.0	51	CTCF	1130.928	3512.0	3512.0	209	3446	1	HepG2	good
